Species	inBoxMovingMode	Artifact	Move Items?
95F0	42	Bad egg	No
95F1	38	Bad egg	No
95F2	42	Bad egg	No
95F6	42	Bad egg	No
95FB	7E	Bad egg	No
95FC	42	Bad egg	No
95FD	36	Bad egg	No
95FF	57	Bad egg	No
9600	42	Invisible bad egg	No
9602	42	Invisible bad egg	No
9606	42	Bad egg	No
9609	66	Bad egg	No
960B	3F	Bad egg	No
960C	42	Bad egg	No
960D	67	Bad egg	No
960F	66	Bad egg	No
9610	42	Bad egg	No
9612	42	Invisible bad egg	No
9613	68	Bad egg	No
9616	42	Bad egg	No
9619	46	Bad egg	No
961B	7E	Bad egg	No
961F	57	Bad egg	No
9620	42	Bad egg	No
9622	42	Bad egg	No
9623	56	Bad egg	No
9626	42	Bad egg	No
9629	68	Bad egg	No
962C	42	Bad egg	No
962D	48	Bad egg	No
962F	46	Bad egg	No
9630	42	Bad egg	No
9632	52	Bad egg	No
9633	53	Bad egg	No
9636	52	Bad egg	No
9639	52	Bad egg	No
963C	52	Bad egg	No
963D	39	Bad egg	No
963F	49	Bad egg	No
9640	52	Bad egg	No
9643	39	Bad egg	No
9646	52	Bad egg	No
9649	52	Bad egg	No
964C	52	Bad egg	No
964D	59	Bad egg	No
964F	69	Bad egg	No
9650	52	Bad egg	No
9651	AC	Bad egg	No
9653	39	Bad egg	No
9656	52	Bad egg	No
9659	53	Bad egg	No
965C	52	Bad egg	No
965D	59	Bad egg	No
965F	69	Bad egg	No
9660	52	Bad egg	No
9662	32	Bad egg	No
9663	52	Bad egg	No
9665	3B	Invisible bad egg	No
9666	32	Bad egg	No
9667	94	Bad egg	No
9669	4B	Bad egg	No
966B	34	Bad egg	No
966C	52	Bad egg	No
966D	52	Bad egg	No
966F	4B	Bad egg	No
9670	32	Bad egg	No
9672	52	Bad egg	No
9673	52	Bad egg	No
9676	32	Bad egg	No
9677	64	Invisible bad egg	No
9679	52	Bad egg	No
967A	3A	Bad egg	No
967C	52	Bad egg	No
967D	52	Bad egg	No
9680	52	Bad egg	No
9686	52	Bad egg	No
9687	8D	Bad egg	No
9689	49	Bad egg	No
968C	52	Bad egg	No
968D	59	Invisible bad egg	No
968F	53	Bad egg	No
9692	52	Bad egg	No
9693	59	Bad egg	No
9696	52	Bad egg	No
9697	4F	Bad egg	No
9699	53	Bad egg	No
969C	52	Bad egg	No
969D	59	Bad egg	No
969F	53	Bad egg	No
96A0	52	Bad egg	No
96A2	52	Bad egg	No
96A3	39	Bad egg	No
96A6	52	Bad egg	No
96A7	8D	Bad egg	No
96AC	52	Bad egg	No
96AD	4B	Bad egg	No
96AE	20	Bad egg	No
96AF	69	Bad egg	No
96B0	52	Bad egg	No
96B2	52	Bad egg	No
96B3	53	Bad egg	No
96B6	52	Bad egg	No
96B9	4B	Invisible bad egg	No
96BC	42	Bad egg	No
96BD	36	Bad egg	No
96BF	46	Bad egg	No
96C0	42	Bad egg	No
96C1	0A	Bad egg	No
96C2	52	Bad egg	No
96C3	52	Bad egg	No
96C4	06	Bad egg	No
96C5	32	Bad egg	No
96C6	52	Bad egg	No
96C9	66	Bad egg	No
96CA	32	Bad egg	No
96CB	1B	Bad egg	No
96CC	42	Bad egg	No
96CD	52	Bad egg	No
96CF	52	Bad egg	No
96D0	52	Bad egg	No
96D1	43	Invisible bad egg	No
96D3	36	Bad egg	No
96D6	52	Bad egg	No
96D7	42	Bad egg	No
96D9	10	Bad egg	No
96DC	52	Bad egg	No
96DD	56	Bad egg	No
96DF	66	Bad egg	No
96E0	52	Bad egg	No
96E3	39	Bad egg	No
96E4	32	Bad egg	No
96E6	52	Bad egg	No
96E7	2A	Bad egg	No
96E8	12	Bad egg	No
96E9	DD	Bad egg	No
96EC	52	Bad egg	No
96ED	FF	Invisible bad egg	Yes
98DA	20	Invisible bad egg	No
98E6	20	Invisible bad egg	No
994B	10	Invisible bad egg	No
994E	C2	Invisible bad egg	No
994F	03	Invisible bad egg	No
9951	10	Invisible bad egg	No
9954	C2	Bad egg	No
9955	05	Invisible bad egg	No
9957	05	Bad egg	No
9958	C2	2000	No
995B	10	Bad egg	No
995E	C2	Nothing	No
9961	15	Bad egg	No
9964	A2	Bad egg	No
9965	10	Bad egg	No
9967	70	Bad egg	No
9968	50	Bad egg	No
996A	A2	Invisible bad egg	No
996B	10	Bad egg	No
996C	C2	Bad egg	No
996E	C2	Bad egg	No
9971	BE	Bad egg	No
9974	A2	Bad egg	No
9975	70	Bad egg	No
9977	80	Invisible bad egg	No
9978	A2	Bad egg	No
997B	31	Bad egg	No
997C	A2	Bad egg	No
997E	C2	Bad egg	No
9981	30	Bad egg	No
9984	C2	Bad egg	No
9985	93	Bad egg	No
9987	31	Bad egg	No
9988	C2	Bad egg	No
9989	16	Bad egg	No
998A	C2	Bad egg	No
998B	41	Bad egg	No
998E	C2	Bad egg	No
9991	40	Invisible bad egg	No
9994	C2	Bad egg	No
9995	30	Bad egg	No
9996	97	Bad egg	No
9997	31	Bad egg	No
9998	C2	Bad egg	No
9999	18	Bad egg	No
999A	C2	Bad egg	No
999B	41	Bad egg	No
99A1	30	Bad egg	No
99A2	93	Bad egg	No
99A3	18	Bad egg	No
99A4	C2	Bad egg	No
99A5	30	Bad egg	No
99A6	C6	Bad egg	No
99A7	A0	Bad egg	No
99A8	C2	Bad egg	No
99AB	41	Bad egg	No
99AD	78	Invisible bad egg	No
99AE	C2	Bad egg	No
99AF	08	Bad egg	No
99B0	C2	Invisible bad egg	No
99B1	30	Bad egg	No
99B2	CE	Bad egg	No
99B3	04	Bad egg	No
99B4	C2	Bad egg	No
99B5	30	Bad egg	No
99B6	C3	Bad egg	No
99B7	41	Bad egg	No
99B8	C2	Bad egg	No
99B9	9A	Bad egg	No
99BA	C2	Bad egg	No
99BB	92	Bad egg	No
99BC	93	Invisible bad egg	No
99BD	75	Bad egg	No
99BE	C2	Invisible bad egg	No
99BF	34	Bad egg	No
99C0	C7	Bad egg	No
99C1	40	Bad egg	No
99C2	C3	Invisible bad egg	No
99C3	23	Bad egg	No
99C4	C2	Bad egg	No
99C5	40	Bad egg	No
99C6	97	Bad egg	No
99C7	A0	Invisible bad egg	No
99C8	A2	Bad egg	No
99C9	A5	Bad egg	No
99CB	90	Bad egg	No
99CC	93	Bad egg	No
99CE	C2	Bad egg	No
99CF	1D	Bad egg	No
99D0	73	Bad egg	No
99D1	40	Bad egg	No
99D2	A3	Bad egg	No
99D3	03	Bad egg	No
99D4	A2	Bad egg	No
99D5	6C	Bad egg	No
99D7	33	Bad egg	No
99D8	C2	Bad egg	No
99D9	30	Bad egg	No
99DA	C2	Bad egg	No
99DB	31	Bad egg	No
99DC	A3	Bad egg	No
99DD	AE	Bad egg	No
99DE	C2	Bad egg	No
99DF	B4	Bad egg	No
99E0	72	Bad egg	No
99E1	20	Bad egg	No
99E2	93	Bad egg	No
99E3	46	Bad egg	No
99E4	C2	Bad egg	No
99E5	10	Bad egg	No
99E6	C3	Bad egg	No
99E7	20	Bad egg	No
99E8	C2	Bad egg	No
99E9	54	Bad egg	No
99EC	A3	Bad egg	No
99ED	92	Bad egg	No
99EE	C2	Bad egg	No
99F0	C3	Bad egg	No
99F1	40	Bad egg	No
99F3	63	Bad egg	No
99F4	C2	Bad egg	No
99F5	10	Bad egg	No
99F6	A3	Bad egg	No
99F7	20	Bad egg	No
99F9	40	Bad egg	No
99FD	03	Bad egg	No
99FE	C2	Bad egg	No
99FF	26	Bad egg	No
9A01	40	Bad egg	No
9A03	E9	Bad egg	No
9A04	C2	Bad egg	No
9A05	10	Bad egg	No
9A06	93	Bad egg	No
9A07	20	Bad egg	No
9A08	C2	Bad egg	No
9A09	80	Bad egg	No
9A0B	10	Bad egg	No
9A0E	C2	Bad egg	No
9A0F	38	Bad egg	No
9A10	C3	Bad egg	No
9A11	40	Bad egg	No
9A14	C2	Bad egg	No
9A15	40	Bad egg	No
9A16	C7	Bad egg	No
9A17	97	Bad egg	No
9A18	C2	Bad egg	No
9A19	58	Bad egg	No
9A1A	C2	Bad egg	No
9A1B	10	Bad egg	No
9A1C	A2	Bad egg	No
9A1D	CD	Bad egg	No
9A1E	72	Bad egg	No
9A1F	81	Bad egg	No
9A21	7C	Bad egg	No
9A22	A2	Bad egg	No
9A24	C2	Bad egg	No
9A25	40	Bad egg	No
9A27	40	Bad egg	No
9A28	C2	Bad egg	No
9A29	FD	Bad egg	No
9A2A	72	Bad egg	No
9A2B	6E	Bad egg	No
9A2C	C7	Bad egg	No
9A2D	ED	Bad egg	No
9A2E	C2	Bad egg	No
9A2F	0A	Bad egg	No
9A31	E1	Bad egg	No
9A33	72	Bad egg	No
9A34	A2	Bad egg	No
9A35	70	Bad egg	No
9A36	C3	Bad egg	No
9A37	80	Bad egg	No
9A38	A2	Bad egg	No
9A39	52	Bad egg	No
9A3A	A2	Bad egg	No
9A3B	10	Bad egg	No
9A3C	A3	Bad egg	No
9A3D	60	Bad egg	No
9A3E	A2	Bad egg	No
9A40	73	Bad egg	No
9A41	A1	Bad egg	No
9A43	2C	Bad egg	No
9A44	A2	Bad egg	No
9A45	91	Bad egg	No
9A47	80	Bad egg	No
9A48	A2	Bad egg	No
9A49	D8	Bad egg	No
9A4A	A2	Bad egg	No
9A4B	10	Bad egg	No
9A4C	93	Bad egg	No
9A4D	60	Bad egg	No
9A4E	A2	Bad egg	No
9A4F	18	Bad egg	No
9A50	93	Bad egg	No
9A51	6E	Bad egg	No
9A53	E7	Bad egg	No
9A54	A2	Bad egg	No
9A55	70	Bad egg	No
9A56	C3	Bad egg	No
9A57	80	Bad egg	No
9A58	A2	Bad egg	No
9A59	6E	Bad egg	No
9A5A	72	Bad egg	No
9A5B	6C	Bad egg	No
9A5C	A3	Bad egg	No
9A5D	40	Bad egg	No
9A5E	50	Bad egg	No
9A5F	39	Bad egg	No
9A60	A2	Bad egg	No
9A61	A1	Bad egg	No
9A63	7D	Bad egg	No
9A64	A2	Bad egg	No
9A65	7E	Bad egg	No
9A67	7E	Bad egg	No
9A68	72	Bad egg	No
9A69	70	Bad egg	No
9A6A	A2	Bad egg	No
9A6B	70	Bad egg	No
9A6C	93	Bad egg	No
9A6E	C2	Bad egg	No
9A6F	B6	Bad egg	No
9A71	20	Bad egg	No
9A72	C3	Bad egg	No
9A74	72	Bad egg	No
9A75	91	Bad egg	No
9A77	A0	Bad egg	No
9A7A	C2	Bad egg	No
9A7B	C2	Bad egg	No
9A7D	F7	Bad egg	No
9A7E	C2	Bad egg	No
9A80	93	Bad egg	No
9A81	A3	Bad egg	No
9A84	72	Bad egg	No
9A85	7E	Bad egg	No
9A87	F5	Bad egg	No
9A88	C2	Bad egg	No
9A89	F3	Bad egg	No
9A8A	C2	Bad egg	No
9A8B	7D	Bad egg	No
9A8C	87	Bad egg	No
9A8D	05	Bad egg	No
9A8F	3F	Bad egg	No
9A91	18	Bad egg	No
9A92	87	Bad egg	No
9A93	06	Bad egg	No
9A94	A2	Bad egg	No
9A95	10	Bad egg	No
9A97	E0	Bad egg	No
9A98	C2	Bad egg	No
9A99	B7	Bad egg	No
9A9A	C2	Bad egg	No
9A9B	31	Bad egg	No
9A9C	A3	Bad egg	No
9A9D	CC	Bad egg	No
9A9E	C2	Bad egg	No
9A9F	DA	Bad egg	No
9AA1	80	Bad egg	No
9AA2	A2	Bad egg	No
9AA3	60	Bad egg	No
9AA4	A2	Bad egg	No
9AA5	10	Bad egg	No
9AA6	A2	Bad egg	No
9AA7	41	Bad egg	No
9AA8	C2	Bad egg	No
9AA9	FC	Bad egg	No
9AAA	C2	Bad egg	No
9AAB	90	Bad egg	No
9AAE	A2	Bad egg	No
9AAF	D9	Bad egg	No
9AB0	A2	Bad egg	No
9AB1	80	Bad egg	No
9AB3	28	Bad egg	No
9AB4	C2	Bad egg	No
9AB5	30	Bad egg	No
9AB7	30	Bad egg	No
9AB8	C2	Bad egg	No
9AB9	0A	Bad egg	No
9ABB	90	Bad egg	No
9ABE	C2	Bad egg	No
9ABF	19	Bad egg	No
9AC1	30	Bad egg	No
9AC3	3B	Bad egg	No
9AC4	C2	Bad egg	No
9AC5	30	Bad egg	No
9AC6	C6	Bad egg	No
9AC7	A0	Bad egg	No
9AC8	A2	Bad egg	No
9AC9	4A	Bad egg	No
9ACA	C2	Bad egg	No
9ACB	30	Bad egg	No
9ACC	C2	Bad egg	No
9ACD	39	Bad egg	No
9ACE	C2	Bad egg	No
9ACF	4B	Bad egg	No
9AD1	40	Bad egg	No
9AD2	C2	Invisible bad egg	No
9AD3	59	Bad egg	No
9AD4	A2	Bad egg	No
9AD5	30	Bad egg	No
9AD6	C2	Bad egg	No
9AD7	40	Bad egg	No
9AD8	C2	Bad egg	No
9AD9	09	Bad egg	No
9ADB	90	Bad egg	No
9ADC	C2	Bad egg	No
9ADE	A2	Bad egg	No
9ADF	B7	Bad egg	No
9AE1	75	Bad egg	No
9AE3	CE	Bad egg	No
9AE4	A2	Bad egg	No
9AE5	85	Bad egg	No
9AE7	A6	Bad egg	No
9AE8	A2	Bad egg	No
9AE9	DD	Bad egg	No
9AEB	70	Bad egg	No
9AEC	A2	Bad egg	No
9AF0	A2	Bad egg	No
9AF1	A6	Bad egg	No
9AF3	EE	Bad egg	No
9AF4	A2	Bad egg	No
9AF7	A0	Bad egg	No
9AF8	C2	Bad egg	No
9AFB	B0	Bad egg	No
9AFE	C2	Bad egg	No
9B01	E1	Bad egg	No
9B04	C2	Bad egg	No
9B05	B0	Bad egg	No
9B07	D0	Bad egg	No
9B08	C2	Bad egg	No
9B0B	E1	Bad egg	No
9B0E	C2	Bad egg	No
9B0F	81	Bad egg	No
9B11	77	Bad egg	No
9B14	C2	Bad egg	No
9B15	F1	Bad egg	No
9B17	F1	Invisible bad egg	No
9B18	C2	Bad egg	No
9B1A	C2	Invisible bad egg	No
9B1B	C0	Bad egg	No
9B1E	C2	Bad egg	No
9B20	A2	Invisible bad egg	No
9B21	E1	Bad egg	No
9B22	87	Bad egg	No
9B23	06	Bad egg	No
9B24	C2	Bad egg	No
9B25	E0	Bad egg	No
9B26	A2	Bad egg	No
9B27	D0	Invisible bad egg	No
9B28	C2	Bad egg	No
9B29	56	Bad egg	No
9B2A	C2	Invisible bad egg	No
9B2B	C0	Bad egg	No
9B2C	C3	Bad egg	No
9B2E	96	Bad egg	No
9B30	A2	Invisible bad egg	No
9B31	E1	Bad egg	No
9B32	A2	Bad egg	No
9B33	93	Bad egg	No
9B34	C2	Bad egg	No
9B35	F1	Bad egg	No
9B37	F1	Invisible bad egg	No
9B38	C2	Bad egg	No
9B39	80	Bad egg	No
9B3B	C0	Bad egg	No
9B3C	A3	Bad egg	No
9B3D	44	Bad egg	No
9B3E	C2	Bad egg	No
9B3F	11	Bad egg	No
9B40	73	Bad egg	No
9B41	B3	Bad egg	No
9B43	8D	Bad egg	No
9B44	C2	Bad egg	No
9B45	F1	Bad egg	No
9B46	C7	Bad egg	No
9B47	F1	Bad egg	No
9B48	C2	Bad egg	No
9B4A	C2	Bad egg	No
9B4B	F0	Bad egg	No
9B4C	73	Bad egg	No
9B4E	C2	Bad egg	No
9B4F	BD	Bad egg	No
9B51	C0	Bad egg	No
9B54	C2	Bad egg	No
9B55	E0	Bad egg	No
9B56	C3	Bad egg	No
9B57	F1	Bad egg	No
9B58	C2	Bad egg	No
9B59	9A	Bad egg	No
9B5A	C2	Bad egg	No
9B5B	C0	Bad egg	No
9B5C	93	Bad egg	No
9B5D	5E	Bad egg	No
9B5E	C2	Bad egg	No
9B5F	59	Bad egg	No
9B60	93	Bad egg	No
9B61	F0	Bad egg	No
9B62	C3	Bad egg	No
9B63	23	Bad egg	No
9B64	C2	Bad egg	No
9B65	F1	Bad egg	No
9B66	97	Bad egg	No
9B67	F1	Bad egg	No
9B68	C2	Bad egg	No
9B6A	C2	Bad egg	No
9B6B	F0	Bad egg	No
9B6E	C2	Bad egg	No
9B6F	B7	Bad egg	No
9B71	E1	Bad egg	No
9B72	C2	Bad egg	No
9B73	08	Bad egg	No
9B74	C2	Bad egg	No
9B75	E0	Bad egg	No
9B76	A3	Bad egg	No
9B77	E0	Bad egg	No
9B78	C2	Bad egg	No
9B79	60	Bad egg	No
9B7A	C2	Bad egg	No
9B7B	C0	Bad egg	No
9B7C	A3	Bad egg	No
9B7D	17	Bad egg	No
9B80	C2	Bad egg	No
9B81	F0	Bad egg	No
9B82	C3	Bad egg	No
9B83	EC	Bad egg	No
9B84	C2	Bad egg	No
9B85	F1	Bad egg	No
9B87	F1	Bad egg	No
9B88	C2	Bad egg	No
9B89	07	Bad egg	No
9B8A	C2	Bad egg	No
9B8B	E1	Bad egg	No
9B8C	CE	Bad egg	No
9B8D	CB	Bad egg	No
9B8E	C2	Bad egg	No
9B8F	FA	Bad egg	No
9B91	C4	Bad egg	No
9B94	72	Bad egg	No
9B95	E6	Bad egg	No
9B97	F7	Bad egg	No
9B98	76	Bad egg	No
9B9A	72	Bad egg	No
9B9B	E5	Bad egg	No
9B9C	72	Bad egg	No
9B9E	50	Bad egg	No
9B9F	D5	Bad egg	No
9BA1	F6	Bad egg	No
9BA4	72	Bad egg	No
9BA5	C4	Bad egg	No
9BA6	C3	Bad egg	No
9BA7	F5	Bad egg	No
9BA8	C2	Bad egg	No
9BAA	C2	Bad egg	No
9BAB	E4	Bad egg	No
9BAE	72	Invisible bad egg	No
9BB1	F5	Bad egg	No
9BB3	72	Bad egg	No
9BB4	72	Bad egg	No
9BB5	F7	Bad egg	No
9BB6	93	Bad egg	No
9BB7	F7	Bad egg	No
9BB8	72	Bad egg	No
9BBB	F7	Bad egg	No
9BBC	97	Bad egg	No
9BBD	98	Bad egg	No
9BBE	C2	Bad egg	No
9BC0	73	Invisible bad egg	No
9BC1	F7	Bad egg	No
9BC2	93	Bad egg	No
9BC3	AA	Bad egg	No
9BC4	72	Bad egg	No
9BC5	10	Invisible bad egg	No
9BC6	72	Bad egg	No
9BC8	C2	Bad egg	No
9BC9	17	Bad egg	No
9BCA	72	Invisible bad egg	No
9BCB	C4	Bad egg	No
9BCC	A3	Bad egg	No
9BCD	B4	Bad egg	No
9BCE	50	Bad egg	No
9BCF	38	Bad egg	No
9BD0	93	Bad egg	No
9BD1	D4	Bad egg	No
9BD3	0F	Bad egg	No
9BD4	C6	Bad egg	No
9BD5	E5	Bad egg	No
9BD7	F5	Bad egg	No
9BD8	C2	Bad egg	No
9BDA	C2	Bad egg	No
9BDB	E5	Bad egg	No
9BDD	7E	Bad egg	No
9BDE	C2	Bad egg	No
9BDF	1F	Bad egg	No
9BE0	76	Bad egg	No
9BE1	10	Bad egg	No
9BE2	82	Bad egg	No
9BE3	2D	Bad egg	No
9BE4	50	Bad egg	No
9BE5	2D	Bad egg	No
9BE6	82	Bad egg	No
9BE7	0C	Bad egg	No
9BE8	72	Bad egg	No
9BE9	4E	Bad egg	No
9BEB	0C	Bad egg	No
9BEC	93	Bad egg	No
9BED	3C	Bad egg	No
9BEE	82	Bad egg	No
9BF0	86	Bad egg	No
9BF1	0C	Bad egg	No
9BF4	AE	Bad egg	No
9BF5	0C	Bad egg	No
9BF6	93	Bad egg	No
9BF7	0C	Bad egg	No
9BF8	72	Bad egg	No
9BF9	5C	Bad egg	No
9BFB	0C	Bad egg	No
9BFE	72	Bad egg	No
9C00	93	Bad egg	No
9C01	6E	Bad egg	No
9C02	97	Bad egg	No
9C03	AA	Bad egg	No
9C04	82	Bad egg	No
9C05	3D	Bad egg	No
9C06	93	Bad egg	No
9C07	4D	Bad egg	No
9C08	82	Bad egg	No
9C09	5C	Bad egg	No
9C0A	82	Bad egg	No
9C0B	6E	Bad egg	No
9C0C	93	Bad egg	No
9C0D	4E	Bad egg	No
9C0E	C2	Bad egg	No
9C0F	10	Bad egg	No
9C10	93	Bad egg	No
9C11	0C	Bad egg	No
9C12	93	Bad egg	No
9C13	5B	Bad egg	No
9C14	72	Bad egg	No
9C15	0C	Invisible bad egg	No
9C17	0C	Bad egg	No
9C18	72	Bad egg	No
9C19	75	Bad egg	No
9C1A	72	Bad egg	No
9C1E	C2	Bad egg	No
9C1F	58	Bad egg	No
9C20	C3	Bad egg	No
9C21	7D	Bad egg	No
9C22	C3	Bad egg	No
9C23	84	Bad egg	No
9C24	72	Bad egg	No
9C25	0C	Bad egg	No
9C27	7C	Bad egg	No
9C28	C2	Bad egg	No
9C2A	72	Bad egg	No
9C2B	6E	Bad egg	No
9C2C	C3	Bad egg	No
9C2D	24	Bad egg	No
9C31	6E	Bad egg	No
9CBE	20	Invisible bad egg	No
9CCE	20	Invisible bad egg	No
9CEE	72	Invisible bad egg	No
9CEF	97	Bad egg	No
9CF0	82	Invisible bad egg	No
9CF1	A9	Invisible bad egg	No
9CF2	82	Nothing	No
9CF3	8C	Invisible bad egg	No
9CF4	72	Invisible bad egg	No
9CF5	90	Invisible bad egg	No
9CF7	91	Bad egg	No
9CF8	10	Bad egg	No
9CFA	72	Invisible bad egg	No
9CFB	A9	Bad egg	No
9CFD	8D	Invisible bad egg	No
9CFE	72	Invisible bad egg	No
9D01	92	Invisible bad egg	No
9D04	11	Invisible bad egg	No
9D05	AA	Invisible bad egg	No
9D07	AA	Bad egg	No
9D08	11	Invisible bad egg	No
9D0A	72	Invisible bad egg	No
9D0B	A2	Bad egg	No
9D0E	76	Bad egg	No
9D10	05	Bad egg	No
9D11	A7	Bad egg	No
9D14	72	Bad egg	No
9D15	AA	Bad egg	No
9D17	AA	Bad egg	No
9D18	72	Bad egg	No
9D1B	92	Bad egg	No
9D1C	72	Bad egg	No
9D1D	AE	Bad egg	No
9D1E	72	Bad egg	No
9D1F	97	Invisible bad egg	No
9D21	92	Bad egg	No
9D24	72	Bad egg	No
9D25	AA	Bad egg	No
9D27	A8	Bad egg	No
9D28	72	Bad egg	No
9D29	BA	Bad egg	No
9D3C	92	Bad egg	No
9D3D	8B	Bad egg	No
9D3F	9A	Bad egg	No
9D40	72	Bad egg	No
9D43	81	Bad egg	No
9D44	21	Bad egg	No
9D46	92	Bad egg	No
9D49	9B	Invisible bad egg	No
9D4C	72	Bad egg	No
9D4D	82	Invisible bad egg	No
9D4F	92	Bad egg	No
9D50	50	Invisible bad egg	No
9D51	93	Invisible bad egg	No
9D52	50	Invisible bad egg	No
9D53	81	Bad egg	No
9D56	72	Bad egg	No
9D59	99	Invisible bad egg	No
9D5E	76	Bad egg	No
9D63	45	Bad egg	No
9D66	92	Bad egg	No
9D67	34	Bad egg	No
9D68	72	Invisible bad egg	No
9D69	99	Bad egg	No
9D6A	76	Bad egg	No
9D6C	92	Bad egg	No
9D6D	8B	Bad egg	No
9D6F	45	Bad egg	No
9D70	92	Bad egg	No
9D72	92	Bad egg	No
9D73	DE	Bad egg	No
9D74	11	Bad egg	No
9D76	92	Bad egg	No
9D77	43	Bad egg	No
9D79	99	Bad egg	No
9D7A	11	Invisible bad egg	No
9D7C	92	Bad egg	No
9D7D	89	Invisible bad egg	No
9D7E	05	Bad egg	No
9D80	11	Bad egg	No
9D81	62	Bad egg	No
9D84	11	Bad egg	No
9D85	74	Bad egg	No
9D86	72	Bad egg	No
9D89	99	Bad egg	No
9D8A	11	Bad egg	No
9D8C	92	Bad egg	No
9D8D	89	Bad egg	No
9D8F	9A	Bad egg	No
9D90	92	Bad egg	No
9D91	42	Bad egg	No
9D92	92	Bad egg	No
9D93	8C	Bad egg	No
9D94	54	Bad egg	No
9D97	61	Bad egg	No
9D98	11	Bad egg	No
9DB2	20	Bad egg	No
9DB4	C2	Bad egg	No
9DB7	A3	Bad egg	No
9DBA	82	Invisible bad egg	No
9DBB	3E	Bad egg	No
9DBD	91	Invisible bad egg	No
9DBE	A2	Bad egg	No
9DC0	C2	Bad egg	No
9DC1	C2	Invisible bad egg	No
9DC3	D0	Bad egg	No
9DC4	82	Bad egg	No
9DC6	82	Bad egg	No
9DC7	82	Invisible bad egg	No
9DC9	DA	Invisible bad egg	No
9DCA	C2	Bad egg	No
9DCB	98	Bad egg	No
9DCD	C5	Invisible bad egg	No
9DD0	C2	Invisible bad egg	No
9DD1	A3	Bad egg	No
9DD3	B0	Invisible bad egg	No
9DD4	82	Bad egg	No
9DD6	C2	Invisible bad egg	No
9DD7	D4	Bad egg	No
9DDA	C6	Bad egg	No
9DDC	11	Bad egg	No
9DDD	A2	Bad egg	No
9DDE	11	Bad egg	No
9DE0	82	Bad egg	No
9DE1	10	Bad egg	No
9DE2	82	Bad egg	No
9DE3	A3	Bad egg	No
9DE4	C2	Bad egg	No
9DE5	20	Bad egg	No
9DE7	A3	Bad egg	No
9DE8	11	Bad egg	No
9DE9	6B	Bad egg	No
9DEA	54	Bad egg	No
9DEB	93	Bad egg	No
9DEC	11	Bad egg	No
9DED	A3	Bad egg	No
9DEE	82	Bad egg	No
9DF0	82	Bad egg	No
9DF1	A1	Bad egg	No
9DF2	76	Bad egg	No
9DF3	92	Bad egg	No
9DF4	82	Bad egg	No
9DF5	8D	Bad egg	No
9DF6	C2	Invisible bad egg	No
9DF7	A3	Bad egg	No
9DF8	11	Bad egg	No
9DF9	87	Bad egg	No
9DFA	72	Bad egg	No
9DFB	37	Bad egg	No
9DFC	72	Bad egg	No
9DFD	CF	Bad egg	No
9DFF	D7	Bad egg	No
9E00	72	Bad egg	No
9E01	A3	Invisible bad egg	No
9E03	A2	Bad egg	No
9E04	C2	Bad egg	No
9E06	72	Bad egg	No
9E07	A2	Bad egg	No
9E08	11	Bad egg	No
9E0B	AB	Bad egg	No
9E0C	73	Bad egg	No
9E0D	A2	Bad egg	No
9E0E	04	Bad egg	No
9E10	C2	Bad egg	No
9E11	A2	Bad egg	No
9E12	15	Bad egg	No
9E13	A2	Bad egg	No
9E14	C2	Bad egg	No
9E16	C2	Bad egg	No
9E17	A2	Bad egg	No
9E1A	C2	Bad egg	No
9E1B	92	Bad egg	No
9E1C	15	Bad egg	No
9E1D	91	Bad egg	No
9E20	82	Bad egg	No
9E21	A1	Bad egg	No
9E23	A3	Invisible bad egg	No
9E24	C2	Bad egg	No
9E27	A3	Bad egg	No
9E28	93	Bad egg	No
9E29	52	Bad egg	No
9E2A	82	Bad egg	No
9E2D	B6	Bad egg	No
9E30	82	Bad egg	No
9E31	81	Invisible bad egg	No
9E32	82	Bad egg	No
9E33	A3	Bad egg	No
9E34	C2	Bad egg	No
9E35	82	Bad egg	No
9E36	C2	Bad egg	No
9E37	A3	Bad egg	No
9E38	93	Bad egg	No
9E3A	72	Bad egg	No
9E3D	B1	Bad egg	No
9E3E	83	Bad egg	No
9E3F	91	Bad egg	No
9E40	C2	Bad egg	No
9E41	89	Invisible bad egg	No
9E43	A3	Bad egg	No
9E44	C2	Bad egg	No
9E45	7A	Bad egg	No
9E46	C2	Bad egg	No
9E47	A3	Bad egg	No
9E48	82	Bad egg	No
9E49	2C	Bad egg	No
9E4A	C2	Bad egg	No
9E4B	9B	Bad egg	No
9E4D	AB	Bad egg	No
9E4E	72	Bad egg	No
9E4F	89	Bad egg	No
9E50	C2	Bad egg	No
9E51	A3	Bad egg	No
9E53	A3	Bad egg	No
9E54	C2	Bad egg	No
9E55	2E	Bad egg	No
9E57	A2	Bad egg	No
9E5A	C2	Bad egg	No
9E5B	22	Bad egg	No
9E5D	A3	Bad egg	No
9E5E	31	Bad egg	No
9E5F	6E	Bad egg	No
9E60	C2	Bad egg	No
9E61	A3	Bad egg	No
9E62	73	Bad egg	No
9E63	A2	Bad egg	No
9E64	C2	Bad egg	No
9E66	C2	Bad egg	No
9E67	A2	Bad egg	No
9E6A	82	Bad egg	No
9E6B	41	Bad egg	No
9E6C	73	Bad egg	No
9E6D	C0	Bad egg	No
9E70	C2	Bad egg	No
9E71	A3	Bad egg	No
9E72	77	Bad egg	No
9E73	92	Bad egg	No
9E74	C2	Bad egg	No
