Species	inBoxMovingMode	Artifact	Move Items?
99A3	31	Bad egg	No
99A4	C2	Bad egg	No
99A5	18	Bad egg	No
99A6	C2	Bad egg	No
99A7	90	Bad egg	No
99AA	C2	Bad egg	No
99AD	A3	Bad egg	No
99AE	93	Bad egg	No
99AF	18	Bad egg	No
99B0	C2	Bad egg	No
99B1	30	Bad egg	No
99B2	C6	Bad egg	No
99B3	18	Bad egg	No
99B4	C2	Bad egg	No
99B5	14	Bad egg	No
99B6	C2	Bad egg	No
99B7	31	Bad egg	No
99B8	C3	Bad egg	No
99B9	8A	Bad egg	No
99BA	C2	Bad egg	No
99BB	9A	Bad egg	No
99BC	93	Invisible bad egg	No
99BD	A3	Bad egg	No
99BE	97	Bad egg	No
99BF	24	Bad egg	No
99C0	C2	Bad egg	No
99C1	30	Bad egg	No
99C2	C3	Bad egg	No
99C3	41	Bad egg	No
99C4	C2	Bad egg	No
99C5	BA	Bad egg	No
99C6	C2	Bad egg	No
99C7	92	Bad egg	No
99C8	93	Invisible bad egg	No
99C9	95	Bad egg	No
99CA	C2	Bad egg	No
99CB	5A	Bad egg	No
99CC	93	Bad egg	No
99CD	41	Bad egg	No
99CE	73	Bad egg	No
99CF	0D	Bad egg	No
99D0	C2	Bad egg	No
99D1	30	Bad egg	No
99D2	73	Bad egg	No
99D3	18	Bad egg	No
99D4	A2	Bad egg	No
99D5	85	Bad egg	No
99D6	72	Bad egg	No
99D7	10	Bad egg	No
99D8	A2	Bad egg	No
99D9	20	Bad egg	No
99DA	C2	Bad egg	No
99DB	3D	Bad egg	No
99DC	A3	Bad egg	No
99DD	40	Bad egg	No
99DE	A3	Bad egg	No
99E0	C2	Bad egg	No
99E1	10	Bad egg	No
99E2	97	Bad egg	No
99E3	20	Bad egg	No
99E4	C2	Bad egg	No
99E5	19	Bad egg	No
99E6	C2	Bad egg	No
99E7	10	Bad egg	No
99E8	A3	Bad egg	No
99E9	44	Bad egg	No
99EA	C2	Bad egg	No
99EB	B7	Bad egg	No
99ED	40	Bad egg	No
99EF	67	Bad egg	No
99F0	C2	Bad egg	No
99F1	40	Bad egg	No
99F3	40	Bad egg	No
99F4	C2	Bad egg	No
99F6	C2	Bad egg	No
99F7	10	Bad egg	No
99F8	A3	Bad egg	No
99FA	C2	Bad egg	No
99FB	4D	Bad egg	No
99FD	40	Bad egg	No
99FE	C7	Bad egg	No
99FF	03	Bad egg	No
9A00	C2	Bad egg	No
9A01	40	Bad egg	No
9A03	40	Bad egg	No
9A04	C2	Bad egg	No
9A05	60	Bad egg	No
9A06	C2	Bad egg	No
9A07	10	Bad egg	No
9A0A	C2	Bad egg	No
9A0B	80	Bad egg	No
9A0C	A2	Bad egg	No
9A0D	10	Bad egg	No
9A10	C2	Bad egg	No
9A11	40	Bad egg	No
9A13	40	Bad egg	No
9A14	C2	Bad egg	No
9A15	A0	Bad egg	No
9A16	C2	Bad egg	No
9A18	C2	Bad egg	No
9A19	48	Bad egg	No
9A1A	C2	Bad egg	No
9A1B	5B	Bad egg	No
9A1C	A2	Bad egg	No
9A1D	40	Bad egg	No
9A1E	A2	Bad egg	No
9A20	72	Bad egg	No
9A21	6C	Bad egg	No
9A22	A2	Bad egg	No
9A23	B8	Bad egg	No
9A24	C2	Bad egg	No
9A26	C2	Bad egg	No
9A27	40	Bad egg	No
9A28	A2	Bad egg	No
9A29	ED	Bad egg	No
9A2A	72	Bad egg	No
9A2B	A1	Bad egg	No
9A2C	C7	Bad egg	No
9A2D	6E	Bad egg	No
9A2E	A2	Bad egg	No
9A31	E0	Bad egg	No
9A33	80	Bad egg	No
9A34	A2	Bad egg	No
9A35	56	Bad egg	No
9A36	A2	Bad egg	No
9A37	70	Bad egg	No
9A38	C3	Bad egg	No
9A39	42	Bad egg	No
9A3A	A2	Bad egg	No
9A3B	55	Bad egg	No
9A3C	A2	Bad egg	No
9A3D	70	Bad egg	No
9A3E	A7	Bad egg	No
9A3F	93	Bad egg	No
9A40	A2	Bad egg	No
9A41	91	Bad egg	No
9A43	A0	Bad egg	No
9A44	A2	Bad egg	No
9A46	A2	Bad egg	No
9A47	70	Bad egg	No
9A48	A3	Bad egg	No
9A49	C8	Bad egg	No
9A4A	50	Bad egg	No
9A4B	40	Bad egg	No
9A4C	A2	Bad egg	No
9A4D	70	Bad egg	No
9A4F	08	Bad egg	No
9A50	A2	Bad egg	No
9A51	7E	Bad egg	No
9A53	A0	Bad egg	No
9A54	A2	Bad egg	No
9A56	A2	Bad egg	No
9A57	70	Bad egg	No
9A58	93	Bad egg	No
9A59	5E	Bad egg	No
9A5A	72	Bad egg	No
9A5B	53	Bad egg	No
9A5C	A3	Bad egg	No
9A5D	7C	Bad egg	No
9A5E	C3	Bad egg	No
9A5F	60	Bad egg	No
9A60	A2	Bad egg	No
9A61	91	Bad egg	No
9A63	A0	Bad egg	No
9A64	A2	Bad egg	No
9A66	72	Bad egg	No
9A67	6E	Bad egg	No
9A69	60	Bad egg	No
9A6A	A2	Bad egg	No
9A6B	59	Bad egg	No
9A6C	93	Bad egg	No
9A6D	6C	Bad egg	No
9A70	C2	Bad egg	No
9A71	10	Bad egg	No
9A73	20	Bad egg	No
9A74	72	Bad egg	No
9A75	82	Bad egg	No
9A76	A2	Bad egg	No
9A77	90	Bad egg	No
9A7A	A3	Bad egg	No
9A7B	FC	Bad egg	No
9A7D	30	Bad egg	No
9A7E	73	Bad egg	No
9A80	72	Bad egg	No
9A81	91	Bad egg	No
9A83	19	Bad egg	No
9A84	72	Bad egg	No
9A86	72	Bad egg	No
9A87	30	Bad egg	No
9A89	E3	Bad egg	No
9A8A	C2	Bad egg	No
9A8C	87	Bad egg	No
9A8D	6E	Bad egg	No
9A8F	0F	Bad egg	No
9A90	C2	Bad egg	No
9A91	18	Bad egg	No
9A92	87	Bad egg	No
9A93	18	Bad egg	No
9A94	A2	Bad egg	No
9A95	9B	Bad egg	No
9A96	A2	Bad egg	No
9A97	E1	Bad egg	No
9A98	A3	Bad egg	No
9A9A	C2	Invisible bad egg	No
9A9B	2F	Bad egg	No
9A9C	A3	Bad egg	No
9A9D	41	Bad egg	No
9A9E	A7	Bad egg	No
9A9F	CA	Bad egg	No
9AA0	A2	Bad egg	No
9AA1	70	Bad egg	No
9AA3	70	Bad egg	No
9AA4	50	Bad egg	No
9AA5	BA	Bad egg	No
9AA6	A2	Bad egg	No
9AA7	41	Bad egg	No
9AA8	C3	Bad egg	No
9AA9	EC	Bad egg	No
9AAA	C2	Bad egg	No
9AAB	FA	Bad egg	No
9AAD	A1	Bad egg	No
9AAF	C9	Bad egg	No
9AB0	A2	Bad egg	No
9AB1	70	Invisible bad egg	No
9AB3	31	Bad egg	No
9AB4	C2	Bad egg	No
9AB5	09	Bad egg	No
9AB7	30	Bad egg	No
9AB8	C2	Bad egg	No
9ABA	A2	Bad egg	No
9ABD	A1	Bad egg	No
9ABF	19	Bad egg	No
9AC0	C2	Bad egg	No
9AC1	30	Bad egg	No
9AC2	C2	Bad egg	No
9AC3	10	Bad egg	No
9AC4	C2	Bad egg	No
9AC6	C2	Bad egg	No
9AC7	90	Bad egg	No
9AC8	93	Bad egg	No
9AC9	39	Bad egg	No
9ACA	C2	Bad egg	No
9ACB	3A	Bad egg	No
9ACD	40	Bad egg	No
9ACE	C2	Bad egg	No
9AD0	C2	Bad egg	No
9AD1	10	Bad egg	No
9AD3	A0	Bad egg	No
9AD4	A2	Bad egg	No
9AD5	6A	Bad egg	No
9AD6	C2	Bad egg	No
9AD7	40	Bad egg	No
9AD8	C2	Bad egg	No
9ADA	C2	Bad egg	No
9ADB	09	Bad egg	No
9ADD	A3	Bad egg	No
9ADE	C2	Bad egg	No
9AE0	A2	Bad egg	No
9AE1	65	Bad egg	No
9AE3	A0	Bad egg	No
9AE4	A2	Bad egg	No
9AE5	DD	Bad egg	No
9AE7	96	Bad egg	No
9AE8	A2	Bad egg	No
9AE9	CD	Bad egg	No
9AEA	C2	Bad egg	No
9AEB	0A	Bad egg	No
9AEC	A2	Bad egg	No
9AED	A5	Invisible bad egg	No
9AF0	A2	Bad egg	No
9AF1	A6	Bad egg	No
9AF3	A6	Bad egg	No
9AF4	A2	Bad egg	No
9AF5	FD	Bad egg	No
9AF7	90	Bad egg	No
9AF8	A2	Bad egg	No
9AFA	C2	Bad egg	No
9AFB	B2	Bad egg	No
9AFD	F0	Bad egg	No
9B00	C2	Bad egg	No
9B01	F1	Bad egg	No
9B04	C2	Bad egg	No
9B07	C0	Bad egg	No
9B0A	C2	Bad egg	No
9B0D	F0	Bad egg	No
9B10	C2	Bad egg	No
9B11	B0	Invisible bad egg	No
9B13	99	Bad egg	No
9B14	C2	Bad egg	No
9B17	E1	Bad egg	No
9B1A	C2	Bad egg	No
9B1B	A1	Bad egg	No
9B1D	D0	Bad egg	No
9B20	C2	Bad egg	No
9B21	E0	Bad egg	No
9B22	87	Bad egg	No
9B23	E0	Invisible bad egg	No
9B24	C2	Bad egg	No
9B25	DD	Bad egg	No
9B26	C2	Invisible bad egg	No
9B27	C0	Bad egg	No
9B28	93	Bad egg	No
9B29	46	Bad egg	No
9B2A	C2	Bad egg	No
9B2B	1A	Bad egg	No
9B2C	C7	Bad egg	No
9B2D	52	Bad egg	No
9B30	C2	Bad egg	No
9B31	E0	Bad egg	No
9B32	A2	Bad egg	No
9B33	F1	Invisible bad egg	No
9B34	C2	Bad egg	No
9B36	C2	Bad egg	No
9B37	F0	Bad egg	No
9B3A	C2	Invisible bad egg	No
9B3B	80	Bad egg	No
9B3C	A3	Bad egg	No
9B3D	D0	Bad egg	No
9B3E	A3	Bad egg	No
9B40	C2	Bad egg	No
9B41	B0	Bad egg	No
9B43	31	Bad egg	No
9B44	C2	Bad egg	No
9B45	A0	Bad egg	No
9B46	C2	Bad egg	No
9B47	F0	Bad egg	No
9B49	64	Bad egg	No
9B4A	C2	Bad egg	No
9B4B	31	Bad egg	No
9B4C	73	Bad egg	No
9B4D	D3	Bad egg	No
9B4F	AD	Bad egg	No
9B50	C2	Bad egg	No
9B51	B0	Bad egg	No
9B53	C0	Bad egg	No
9B54	C2	Bad egg	No
9B55	39	Bad egg	No
9B56	C2	Bad egg	No
9B57	E1	Bad egg	No
9B58	C3	Bad egg	No
9B59	8A	Bad egg	No
9B5A	C2	Bad egg	No
9B5B	9A	Bad egg	No
9B5C	93	Bad egg	No
9B5D	D0	Bad egg	No
9B5F	49	Bad egg	No
9B60	C2	Bad egg	No
9B61	E0	Bad egg	No
9B62	C3	Bad egg	No
9B63	F1	Bad egg	No
9B64	C2	Bad egg	No
9B65	BA	Bad egg	No
9B66	C2	Bad egg	No
9B67	F0	Bad egg	No
9B69	7E	Bad egg	No
9B6A	C2	Bad egg	No
9B6C	93	Invisible bad egg	No
9B6D	C0	Bad egg	No
9B6E	C7	Bad egg	No
9B70	C2	Bad egg	No
9B71	E0	Bad egg	No
9B72	C2	Bad egg	No
9B73	E0	Bad egg	No
9B74	C2	Bad egg	No
9B75	18	Bad egg	No
9B76	C2	Bad egg	No
9B77	E1	Bad egg	No
9B78	A3	Bad egg	No
9B79	50	Bad egg	No
9B7A	C2	Bad egg	No
9B7B	D7	Bad egg	No
9B7C	A3	Bad egg	No
9B7D	E1	Bad egg	No
9B80	C2	Bad egg	No
9B81	F1	Bad egg	No
9B82	A3	Bad egg	No
9B83	F1	Bad egg	No
9B84	C2	Bad egg	No
9B86	C2	Bad egg	No
9B87	F0	Bad egg	No
9B89	17	Bad egg	No
9B8A	C2	Bad egg	No
9B8B	08	Bad egg	No
9B8C	C2	Bad egg	No
9B8D	F0	Bad egg	No
9B8E	A7	Bad egg	No
9B8F	EA	Bad egg	No
9B90	50	Bad egg	No
9B91	10	Bad egg	No
9B93	10	Bad egg	No
9B94	50	Bad egg	No
9B97	E8	Bad egg	No
9B9A	50	Bad egg	No
9B9B	40	Bad egg	No
9B9C	72	Bad egg	No
9B9D	D4	Bad egg	No
9B9F	C5	Bad egg	No
9BA0	C2	Bad egg	No
9BA1	F6	Bad egg	No
9BA3	F7	Bad egg	No
9BA4	72	Bad egg	No
9BA6	72	Bad egg	No
9BA7	F5	Bad egg	No
9BAA	C2	Bad egg	No
9BAB	D6	Bad egg	No
9BAD	E6	Bad egg	No
9BB0	7E	Bad egg	No
9BB1	E5	Bad egg	No
9BB3	D4	Bad egg	No
9BB4	72	Bad egg	No
9BB5	56	Bad egg	No
9BB6	72	Bad egg	No
9BB7	F7	Bad egg	No
9BB8	97	Bad egg	No
9BBA	76	Bad egg	No
9BBC	97	Bad egg	No
9BBD	F7	Bad egg	No
9BBE	93	Bad egg	No
9BBF	93	Bad egg	No
9BC0	C2	Bad egg	No
9BC1	F7	Bad egg	No
9BC2	93	Bad egg	No
9BC3	F7	Bad egg	No
9BC4	50	Bad egg	No
9BC5	4C	Bad egg	No
9BC6	72	Bad egg	No
9BC9	07	Bad egg	No
9BCA	72	Bad egg	No
9BCB	53	Bad egg	No
9BCC	A3	Invisible bad egg	No
9BCD	C4	Bad egg	No
9BCE	93	Bad egg	No
9BCF	B4	Bad egg	No
9BD0	72	Bad egg	No
9BD1	C4	Bad egg	No
9BD3	33	Bad egg	No
9BD4	C6	Bad egg	No
9BD5	0F	Bad egg	No
9BD6	C2	Bad egg	No
9BD7	E5	Bad egg	No
9BD9	68	Bad egg	No
9BDA	C2	Bad egg	No
9BDC	93	Bad egg	No
9BDD	F5	Bad egg	No
9BDF	0F	Bad egg	No
9BE0	C6	Bad egg	No
9BE1	10	Bad egg	No
9BE2	82	Bad egg	No
9BE3	3D	Bad egg	No
9BE4	50	Bad egg	No
9BE5	3C	Bad egg	No
9BE6	82	Bad egg	No
9BE7	0C	Bad egg	No
9BE8	50	Bad egg	No
9BEA	72	Bad egg	No
9BEB	75	Bad egg	No
9BED	0C	Bad egg	No
9BEE	82	Bad egg	No
9BF0	76	Bad egg	No
9BF1	0C	Bad egg	No
9BF3	26	Bad egg	No
9BF4	A6	Bad egg	No
9BF6	72	Bad egg	No
9BF7	0C	Bad egg	No
9BF8	93	Bad egg	No
9BF9	4C	Bad egg	No
9BFA	72	Bad egg	No
9BFC	86	Bad egg	No
9BFD	0D	Bad egg	No
9BFE	04	Bad egg	No
9C00	72	Bad egg	No
9C01	6D	Bad egg	No
9C02	97	Bad egg	No
9C03	6D	Bad egg	No
9C04	82	Bad egg	No
9C05	82	Bad egg	No
9C06	82	Bad egg	No
9C07	3D	Bad egg	No
9C08	93	Bad egg	No
9C09	4C	Bad egg	No
9C0A	82	Bad egg	No
9C0C	93	Bad egg	No
9C0D	F5	Bad egg	No
9C0E	B2	Bad egg	No
9C0F	4E	Bad egg	No
9C10	72	Bad egg	No
9C11	0C	Bad egg	No
9C12	93	Bad egg	No
9C13	0C	Bad egg	No
9C14	72	Invisible bad egg	No
9C15	7C	Bad egg	No
9C16	72	Bad egg	No
9C17	0C	Bad egg	No
9C18	82	Bad egg	No
9C1A	72	Bad egg	No
9C1B	5C	Bad egg	No
9C1D	79	Bad egg	No
9C20	72	Bad egg	No
9C21	6D	Bad egg	No
9C22	C7	Bad egg	No
9C23	0C	Bad egg	No
9C24	72	Bad egg	No
9C25	A5	Bad egg	No
9C26	72	Bad egg	No
9C27	6C	Bad egg	No
9C2A	72	Bad egg	No
9C2C	C3	Bad egg	No
9C2D	6E	Bad egg	No
9C30	72	Bad egg	No
9C31	7E	Bad egg	No
9C36	20	Bad egg	No
9C72	20	Bad egg	No
9CAA	20	Bad egg	No
9CCE	20	Invisible bad egg	No
9CF0	72	Invisible bad egg	No
9CF1	AA	Invisible bad egg	No
9CF3	AA	Bad egg	No
9CF4	72	Invisible bad egg	No
9CF7	81	Bad egg	No
9CFA	72	Invisible bad egg	No
9CFB	96	Bad egg	No
9CFC	72	Bad egg	No
9CFD	A9	Invisible bad egg	No
9CFE	82	Invisible bad egg	No
9CFF	AB	Bad egg	No
9D00	72	Bad egg	No
9D01	92	Invisible bad egg	No
9D03	94	Bad egg	No
9D04	72	Bad egg	No
9D05	1F	Invisible bad egg	No
9D07	A9	Bad egg	No
9D0A	72	Bad egg	No
9D0D	A7	Invisible bad egg	No
9D10	11	Bad egg	No
9D11	AA	Bad egg	No
9D13	A8	Bad egg	No
9D14	72	Bad egg	No
9D15	95	Bad egg	No
9D16	72	Bad egg	No
9D17	A7	Bad egg	No
9D1A	72	Bad egg	No
9D1C	72	Bad egg	No
9D1D	92	Bad egg	No
9D1E	72	Bad egg	No
9D20	72	Bad egg	No
9D21	92	Bad egg	No
9D23	AA	Bad egg	No
9D24	72	Bad egg	No
9D26	72	Bad egg	No
9D27	A2	Bad egg	No
9D28	72	Bad egg	No
9D29	B6	Bad egg	No
9D3B	9A	Bad egg	No
9D3C	92	Bad egg	No
9D3F	8C	Bad egg	No
9D42	72	Bad egg	No
9D45	99	Bad egg	No
9D48	92	Bad egg	No
9D49	8B	Invisible bad egg	No
9D4B	9A	Bad egg	No
9D4C	72	Bad egg	No
9D4E	72	Bad egg	No
9D4F	82	Bad egg	No
9D50	21	Invisible bad egg	No
9D51	83	Invisible bad egg	No
9D52	50	Bad egg	No
9D53	93	Bad egg	No
9D55	91	Invisible bad egg	No
9D58	11	Bad egg	No
9D59	89	Bad egg	No
9D5B	9A	Invisible bad egg	No
9D5D	95	Bad egg	No
9D65	99	Bad egg	No
9D67	24	Bad egg	No
9D68	92	Bad egg	No
9D69	8B	Bad egg	No
9D6B	9C	Bad egg	No
9D6C	92	Bad egg	No
9D6E	92	Bad egg	No
9D6F	45	Bad egg	No
9D72	92	Bad egg	No
9D73	16	Bad egg	No
9D75	99	Bad egg	No
9D76	12	Bad egg	No
9D78	92	Bad egg	No
9D79	89	Bad egg	No
9D7C	92	Invisible bad egg	No
9D7E	92	Bad egg	No
9D80	11	Bad egg	No
9D81	A2	Bad egg	No
9D83	63	Bad egg	No
9D84	11	Bad egg	No
9D86	11	Bad egg	No
9D88	92	Bad egg	No
9D89	8B	Bad egg	No
9D8B	9A	Bad egg	No
9D8C	92	Bad egg	No
9D8E	92	Bad egg	No
9D8F	8C	Bad egg	No
9D90	11	Bad egg	No
9D92	92	Bad egg	No
9D93	20	Bad egg	No
9D95	99	Invisible bad egg	No
9D97	51	Bad egg	No
9D9A	11	Bad egg	No
9DB2	20	Bad egg	No
9DB6	C2	Invisible bad egg	No
9DB9	91	Invisible bad egg	No
9DBC	82	Bad egg	No
9DBD	81	Invisible bad egg	No
9DBF	A3	Bad egg	No
9DC0	C2	Bad egg	No
9DC3	C0	Bad egg	No
9DC6	82	Invisible bad egg	No
9DC8	A2	Bad egg	No
9DC9	B1	Invisible bad egg	No
9DCC	C2	Bad egg	No
9DCD	E2	Invisible bad egg	No
9DCF	C3	Invisible bad egg	No
9DD0	C2	Bad egg	No
9DD2	C2	Invisible bad egg	No
9DD3	A0	Bad egg	No
9DD6	C2	Bad egg	No
9DD7	AB	Bad egg	No
9DD9	E5	Bad egg	No
9DDC	C2	Bad egg	No
9DDD	A2	Invisible bad egg	No
9DDE	11	Bad egg	No
9DDF	92	Bad egg	No
9DE0	82	Bad egg	No
9DE2	50	Bad egg	No
9DE3	A3	Bad egg	No
9DE4	50	Bad egg	No
9DE6	C2	Bad egg	No
9DE8	11	Bad egg	No
9DE9	A3	Bad egg	No
9DEA	11	Bad egg	No
9DEB	83	Bad egg	No
9DEC	C2	Bad egg	No
9DED	A3	Bad egg	No
9DEE	82	Bad egg	No
9DEF	92	Bad egg	No
9DF0	82	Bad egg	No
9DF1	AE	Bad egg	No
9DF2	82	Bad egg	No
9DF3	82	Bad egg	No
9DF4	72	Bad egg	No
9DF6	C2	Bad egg	No
9DF7	95	Bad egg	No
9DF8	11	Bad egg	No
9DF9	A3	Bad egg	No
9DFB	45	Bad egg	No
9DFC	72	Bad egg	No
9DFE	76	Bad egg	No
9DFF	E7	Bad egg	No
9E00	72	Bad egg	No
9E01	36	Bad egg	No
9E02	C2	Bad egg	No
9E03	A3	Bad egg	No
9E06	72	Bad egg	No
9E07	AB	Bad egg	No
9E09	A2	Bad egg	No
9E0B	AC	Bad egg	No
9E0C	72	Bad egg	No
9E0D	A2	Bad egg	No
9E0F	A2	Bad egg	No
9E10	C2	Bad egg	No
9E11	A0	Bad egg	No
9E12	C2	Bad egg	No
9E13	A2	Bad egg	No
9E16	C2	Bad egg	No
9E19	A3	Bad egg	No
9E1B	82	Bad egg	No
9E1C	C2	Bad egg	No
9E1D	81	Bad egg	No
9E1F	B0	Bad egg	No
9E20	82	Bad egg	No
9E22	82	Bad egg	No
9E23	A3	Bad egg	No
9E26	C2	Bad egg	No
9E28	93	Bad egg	No
9E29	A2	Bad egg	No
9E2A	93	Bad egg	No
9E2C	82	Bad egg	No
9E2D	A3	Bad egg	No
9E2F	A2	Bad egg	No
9E30	82	Invisible bad egg	No
9E31	90	Bad egg	No
9E32	82	Bad egg	No
9E33	A3	Bad egg	No
9E34	93	Bad egg	No
9E35	72	Bad egg	No
9E36	C2	Bad egg	No
9E37	9B	Bad egg	No
9E39	A2	Bad egg	No
9E3A	93	Bad egg	No
9E3C	82	Bad egg	No
9E3D	A1	Bad egg	No
9E3E	83	Bad egg	No
9E3F	A3	Bad egg	No
9E40	C2	Bad egg	No
9E43	A3	Bad egg	No
9E44	93	Bad egg	No
9E45	6A	Bad egg	No
9E46	C2	Bad egg	No
9E47	EF	Bad egg	No
9E48	82	Bad egg	No
9E49	A3	Bad egg	No
9E4A	83	Bad egg	No
9E4C	72	Bad egg	No
9E4D	AC	Bad egg	No
9E4F	A3	Bad egg	No
9E50	C2	Bad egg	No
9E52	C2	Bad egg	No
9E53	A3	Bad egg	No
9E55	1E	Bad egg	No
9E56	C2	Bad egg	No
9E57	1B	Bad egg	No
9E59	A2	Bad egg	No
9E5A	C3	Bad egg	No
9E5B	12	Bad egg	No
9E5C	C2	Bad egg	No
9E5D	A3	Invisible bad egg	No
9E5E	31	Bad egg	No
9E5F	A3	Bad egg	No
9E60	C2	Bad egg	No
9E61	1A	Invisible bad egg	No
9E62	C2	Bad egg	No
9E63	A2	Bad egg	No
9E64	83	Bad egg	No
9E66	C2	Bad egg	No
9E67	26	Bad egg	No
9E69	A3	Bad egg	No
9E6B	31	Bad egg	No
9E6C	C2	Bad egg	No
9E6D	C0	Invisible bad egg	No
9E6F	C0	Bad egg	No
9E70	C2	Bad egg	No
9E71	1B	Bad egg	No
9E72	C2	Bad egg	No
9E73	82	Bad egg	No
9E74	83	Bad egg	No
9E75	89	Bad egg	No
9E76	C2	Bad egg	No
9E77	43	Bad egg	No
9E78	C3	Bad egg	No
9E79	A3	Bad egg	No
9E7A	93	Invisible bad egg	No
9E7B	57	Bad egg	No
9E7C	C2	Bad egg	No
9E7D	A2	Bad egg	No
9E7F	A3	Bad egg	No
9E80	C2	Bad egg	No
9E81	5E	Bad egg	No
9E83	A2	Bad egg	No
9E84	92	Bad egg	No
9E85	74	Bad egg	No
9E86	C2	Bad egg	No
9E87	87	Bad egg	No
9E88	93	Bad egg	No
9E89	A3	Bad egg	No
A36C	72	Invisible bad egg	No
A36D	97	Bad egg	No
A36E	72	Bad egg	No
A36F	B7	Bad egg	No
A372	72	Bad egg	No
A373	96	Bad egg	No
A374	76	Bad egg	No
A378	72	Bad egg	No
A379	C3	Invisible bad egg	No
A37A	72	Bad egg	No
A37D	97	Bad egg	No
A380	B2	Bad egg	No
A382	73	Bad egg	No
A383	96	Bad egg	No
A384	72	Bad egg	No
A387	87	Bad egg	No
A388	22	Bad egg	No
A389	DE	Bad egg	No
A38A	72	Bad egg	No
A38B	B4	Bad egg	No
A38D	97	Bad egg	No
A390	72	Bad egg	No
A391	81	Bad egg	No
A393	81	Bad egg	No
A394	B2	Bad egg	No
A396	72	Bad egg	No
A397	99	Bad egg	No
A399	B5	Invisible bad egg	No
A39A	72	Bad egg	No
A39B	07	Bad egg	No
A39C	77	Bad egg	No
A39D	89	Bad egg	No
A39E	73	Bad egg	No
A39F	06	Bad egg	No
A3A0	72	Bad egg	No
A3A1	88	Bad egg	No
A3A3	86	Bad egg	No
A3A4	72	Bad egg	No
A3A5	CB	Bad egg	No
A3A6	72	Bad egg	No
A3A7	89	Bad egg	No
A3A8	77	Bad egg	No
A3A9	F8	Bad egg	No
A3AA	72	Bad egg	No
A3AB	08	Bad egg	No
A3AD	89	Bad egg	No
A3AF	C8	Bad egg	No
A3B0	72	Bad egg	No
A3B1	98	Bad egg	No
A3B2	72	Bad egg	No
A3B3	96	Bad egg	No
A3B4	72	Bad egg	No
A3B7	97	Bad egg	No
A3BA	72	Bad egg	No
A3BD	92	Bad egg	No
A3BE	76	Bad egg	No
A3BF	C0	Bad egg	No
A3C0	72	Bad egg	No
A3C1	87	Bad egg	No
A3C2	73	Bad egg	No
A3C3	86	Bad egg	No
A3C4	72	Bad egg	No
A3C5	F7	Bad egg	No
A3C6	72	Bad egg	No
A3C7	89	Bad egg	No
A3C9	B4	Bad egg	No
A3CB	C3	Bad egg	No
A3CC	73	Bad egg	No
A3CD	C6	Bad egg	No
A3CE	82	Bad egg	No
A3CF	D7	Bad egg	No
A3D0	72	Bad egg	No
A3D1	96	Bad egg	No
A3D3	96	Bad egg	No
A3D5	B6	Bad egg	No
A3D6	72	Bad egg	No
A3D7	82	Bad egg	No
A3D8	52	Bad egg	No
A3DA	72	Invisible bad egg	No
A3DC	72	Bad egg	No
A3DD	97	Bad egg	No
A3E0	72	Bad egg	No
A3E1	86	Bad egg	No
A3E4	72	Bad egg	No
A3E7	97	Bad egg	No
A3E8	53	Bad egg	No
A3E9	F4	Bad egg	No
A3EA	72	Bad egg	No
A3EB	05	Bad egg	No
A3ED	AA	Bad egg	No
A3EE	76	Bad egg	No
A3F0	82	Bad egg	No
A3F1	92	Bad egg	No
A3F2	77	Bad egg	No
A3F3	96	Bad egg	No
A3F4	53	Bad egg	No
A3F5	14	Bad egg	No
A3F6	72	Bad egg	No
A3F7	AA	Bad egg	No
A3F9	D3	Bad egg	No
A3FA	82	Bad egg	No
A3FC	52	Bad egg	No
A3FD	A6	Bad egg	No
A400	72	Bad egg	No
A401	A7	Bad egg	No
A403	A6	Bad egg	No
A404	72	Bad egg	No
A405	E1	Bad egg	No
A406	72	Bad egg	No
A407	99	Bad egg	No
A40A	82	Bad egg	No
A40D	A9	Bad egg	No
A40F	D2	Bad egg	No
A410	72	Bad egg	No
A411	A6	Bad egg	No
A413	96	Bad egg	No
A414	82	Bad egg	No
A417	AB	Bad egg	No
A41A	82	Bad egg	No
A41B	E0	Bad egg	No
A41C	72	Invisible bad egg	No
A41D	A8	Bad egg	No
A41F	FA	Bad egg	No
A420	72	Bad egg	No
A421	A6	Bad egg	No
A423	A6	Bad egg	No
A424	72	Bad egg	No
A425	EE	Bad egg	No
A427	A8	Bad egg	No
A428	72	Bad egg	No
A429	D2	Invisible bad egg	No
A42A	82	Bad egg	No
A42B	0B	Bad egg	No
A42C	72	Bad egg	No
A42D	A8	Bad egg	No
A42E	22	Invisible bad egg	No
A42F	DF	Bad egg	No
A430	82	Bad egg	No
A431	A9	Bad egg	No
A433	A8	Bad egg	No
A434	72	Bad egg	No
A437	AA	Bad egg	No
A43A	82	Bad egg	No
A43B	EF	Bad egg	No
A43E	53	Bad egg	No
A43F	BF	Bad egg	No
A440	82	Bad egg	No
A441	AB	Bad egg	No
A442	52	Bad egg	No
A443	AA	Bad egg	No
A444	72	Bad egg	No
A445	03	Bad egg	No
A446	53	Bad egg	No
A447	A7	Bad egg	No
A448	53	Bad egg	No
A44A	82	Bad egg	No
A44B	13	Bad egg	No
A44C	53	Bad egg	No
A44D	AA	Bad egg	No
A44E	53	Invisible bad egg	No
A44F	05	Bad egg	No
A450	72	Bad egg	No
A451	A6	Bad egg	No
A452	72	Bad egg	No
