Move	PP
3427	233
3428	154
3429	153
342A	3
342B	23
342C	175
342D	0
342E	154
342F	128
3430	34
3431	10
3432	221
3433	35
3434	2
3435	17
3436	63
3437	51
3438	49
3439	18
343A	32
343B	223
343C	3
343D	8
343E	66
343F	119
3440	255
3441	242
3442	1
3443	18
3444	22
3445	33
3446	32
3447	3
3448	255
3449	240
344A	51
344B	255
344C	13
344D	245
344E	164
344F	50
3450	161
3451	0
3452	238
3453	0
3454	0
3455	136
3456	136
3457	32
3458	232
3459	188
345A	3
345B	51
345C	43
345D	211
345E	3
345F	223
3460	154
3461	90
3462	255
3463	52
3464	7
3465	144
3466	3
3467	238
3468	209
3469	231
346A	240
346B	32
346C	16
346D	3
346E	31
346F	19
3470	170
3471	244
3472	71
3473	2
3474	10
3475	28
3476	227
3477	4
3478	192
3479	227
347A	81
347B	7
347C	81
347D	162
347E	2
347F	2
3480	207
3481	68
3482	170
3483	0
3484	240
3485	0
3486	19
3487	7
3488	0
3489	0
348A	64
348B	231
348C	160
348D	3
348E	252
348F	71
3490	1
3491	95
3492	241
3493	1
3494	255
3495	243
3496	9
3497	255
3498	3
3499	0
349A	141
349B	128
349C	32
349D	14
349E	42
349F	95
34A0	28
34A1	18
34A2	51
34A3	96
34A4	183
34A5	144
34A6	255
34A7	14
34A8	33
34A9	44
34AA	1
34AB	2
34AC	72
34AD	240
34AE	87
34AF	255
34B0	23
34B1	238
34B2	52
34B3	0
34B4	0
34B5	1
34B6	2
34B7	164
34B8	30
34B9	3
34BA	222
34BB	237
34BC	221
34BD	78
34BE	177
34BF	2
34C0	228
34C1	187
34C2	72
34C3	1
34C4	232
34C5	15
34C6	49
34C7	203
34C8	227
34C9	67
34CA	239
34CB	34
34CC	207
34CD	199
34CE	49
34CF	0
34D0	97
34D1	33
34D2	96
34D3	16
34D4	31
34D5	159
34D6	231
34D7	18
34D8	1
34D9	240
34DA	252
34DB	255
34DC	240
34DD	17
34DE	240
34DF	0
34E0	210
34E1	1
34E2	240
34E3	238
34E4	240
34E5	17
34E6	15
34E7	48
34E8	112
34E9	111
34EA	7
34EB	34
34EC	144
34ED	7
34EE	240
34EF	159
34F0	47
34F1	32
34F2	16
34F3	241
34F4	143
34F5	16
34F6	199
34F7	144
34F8	26
34F9	64
34FA	127
34FB	0
34FC	17
34FD	32
34FE	66
34FF	3
3500	85
3501	1
3502	3
3503	16
3504	136
3505	95
3506	16
3507	193
3508	29
3509	240
350A	209
350B	3
350C	0
350D	252
350E	3
350F	0
3510	118
3511	29
3512	126
3513	171
3514	144
3515	17
3516	239
3517	177
3518	68
3519	85
351A	43
351B	58
351C	102
351D	155
351E	102
351F	17
3520	119
3521	119
3522	17
3523	241
3524	24
3525	30
3526	31
3527	129
3528	145
3529	1
352A	83
352B	25
352C	112
352D	147
352E	1
352F	35
3530	35
3531	253
3532	19
3533	3
3534	52
3535	119
3536	120
3537	120
3538	131
3539	49
353A	245
353B	16
353C	16
353D	22
353E	160
353F	42
3540	2
3541	208
3542	136
3543	0
3544	19
3545	34
3546	0
3547	50
3548	96
3549	51
354A	238
354B	80
354C	88
354D	103
354E	51
354F	150
3550	0
3551	127
3552	155
3553	243
3554	91
3555	3
3556	17
3557	7
3558	32
3559	160
355A	0
355B	28
355C	16
355D	7
355E	34
355F	240
3560	0
3561	163
3562	19
3563	1
3564	251
3565	132
3566	26
3567	244
3568	239
3569	243
356A	91
356B	255
356C	188
356D	11
356E	31
356F	57
3570	0
3571	0
3572	0
3573	0
3574	0
3575	0
3576	0
3577	0
3578	239
3579	74
357A	31
357B	255
357C	188
357D	224
357E	211
357F	53
3580	239
3581	74
3582	243
3583	155
3584	217
3585	31
3586	58
3587	39
3588	0
3589	0
358A	0
358B	0
358C	0
358D	11
358E	11
358F	11
3590	48
3591	0
3592	17
3593	50
3594	1
3595	10
3596	156
3597	187
3598	0
3599	187
359A	67
359B	187
359C	0
359D	30
359E	91
359F	204
35A0	138
35A1	204
35A2	112
35A3	0
35A4	3
35A5	3
35A6	0
35A7	204
35A8	1
35A9	136
35AA	15
35AB	52
35AC	1
35AD	16
35AE	47
35AF	3
35B0	208
35B1	1
35B2	237
35B3	237
35B4	1
35B5	187
35B6	64
35B7	227
35B8	0
35B9	199
35BA	76
35BB	172
35BC	1
35BD	3
35BE	180
35BF	160
35C0	75
35C1	122
35C2	3
35C3	16
35C4	205
35C5	34
35C6	169
35C7	16
35C8	188
35C9	64
35CA	237
35CB	186
35CC	1
35CD	218
35CE	172
35CF	191
35D0	30
35D1	170
35D2	39
35D3	170
35D4	0
35D5	205
35D6	221
35D7	220
35D8	22
35D9	63
35DA	192
35DB	3
35DC	231
35DD	203
35DE	0
35DF	204
35E0	186
35E1	33
35E2	205
35E3	221
35E4	109
35E5	0
35E6	0
35E7	202
35E8	219
35E9	223
35EA	169
35EB	44
35EC	131
35ED	232
35EE	14
35EF	237
35F0	0
35F1	187
35F2	240
35F3	236
35F4	40
35F5	238
35F6	189
35F7	191
35F8	162
35F9	3
35FA	5
35FB	187
35FC	127
35FD	172
35FE	170
35FF	237
3600	6
3601	218
3602	3
3603	187
3604	0
3605	228
3606	240
3607	186
3608	204
3609	187
360A	183
360B	243
360C	222
360D	90
360E	0
360F	0
3610	86
3611	16
3612	239
3613	187
3614	55
3615	4
3616	71
3617	61
3618	255
3619	116
361A	238
361B	0
361C	240
361D	250
361E	204
361F	220
3620	205
3621	0
3622	221
3623	214
3624	221
3625	4
3626	0
3627	7
3628	203
3629	0
362A	240
362B	242
362C	3
362D	255
362E	102
362F	2
3630	216
3631	118
3632	6
3633	0
3634	245
3635	167
3636	0
3637	64
3638	3
3639	3
363A	205
363B	255
363C	188
363D	88
363E	4
363F	16
3640	68
3641	206
3642	206
3643	148
3644	236
3645	189
3646	37
3647	64
3648	13
3649	7
364A	5
364B	201
364C	75
364D	0
364E	204
364F	255
3650	1
3651	240
3652	255
3653	42
3654	127
3655	28
3656	204
3657	0
3658	64
3659	191
365A	4
365B	204
365C	81
365D	220
365E	68
365F	204
3660	15
3661	204
3662	220
3663	36
3664	74
3665	164
3666	43
3667	63
3668	186
3669	63
366A	51
366B	8
366C	17
366D	68
366E	33
366F	15
3670	50
3671	35
3672	221
3673	87
3674	3
3675	3
3676	11
3677	131
3678	51
3679	59
367A	164
367B	34
367C	34
367D	68
367E	34
367F	23
3680	0
3681	204
3682	222
3683	223
3684	67
3685	48
3686	49
3687	242
3688	34
3689	51
368A	50
368B	2
368C	160
368D	153
368E	3
368F	18
3690	2
3691	3
3692	158
3693	6
3694	28
3695	34
3696	0
3697	0
3698	252
3699	1
369A	59
369B	162
369C	223
369D	65
369E	3
369F	19
36A0	51
36A1	26
36A2	0
36A3	1
36A4	49
36A5	33
36A6	33
36A7	51
36A8	131
36A9	125
36AA	201
36AB	233
36AC	246
36AD	217
36AE	237
36AF	19
36B0	58
36B1	74
36B2	255
36B3	58
36B4	63
36B5	163
36B6	78
36B7	64
36B8	7
36B9	3
36BA	184
36BB	52
36BC	51
36BD	68
36BE	67
36BF	1
36C0	23
36C1	98
36C2	36
36C3	8
36C4	119
36C5	34
36C6	0
36C7	114
36C8	25
36C9	220
36CA	39
36CB	190
36CC	16
36CD	63
36CE	89
36CF	34
36D0	163
36D1	84
36D2	64
36D3	226
36D4	228
36D5	226
36D6	53
36D7	36
36D8	75
36D9	51
36DA	223
36DB	253
36DC	16
36DD	28
36DE	2
36DF	34
36E0	68
36E1	231
36E2	17
36E3	0
36E4	7
36E5	1
36E6	3
36E7	238
36E8	205
36E9	4
36EA	101
36EB	229
36EC	159
36ED	170
36EE	51
36EF	237
36F0	17
36F1	112
36F2	46
36F3	68
36F4	228
36F5	99
36F6	226
36F7	0
36F8	49
36F9	52
36FA	22
36FB	87
36FC	51
36FD	51
36FE	8
36FF	185
3700	8
3701	1
3702	63
3703	42
3704	204
3705	35
3706	85
3707	239
3708	205
3709	229
370A	219
370B	222
370C	229
370D	240
370E	1
370F	4
3710	34
3711	231
3712	35
3713	226
3714	248
3715	63
3716	205
3717	187
3718	6
3719	170
371A	221
371B	43
371C	85
371D	3
371E	3
371F	128
3720	224
3721	63
3722	5
3723	80
3724	113
3725	200
3726	239
3727	27
3728	0
3729	107
372A	187
372B	121
372C	124
372D	134
372E	142
372F	239
3730	0
3731	124
3732	250
3733	86
3734	154
3735	92
3736	0
3737	0
3738	201
3739	31
373A	210
373B	181
373C	244
373D	201
373E	0
373F	217
3740	201
3741	31
3742	125
3743	31
3744	31
3745	31
3746	0
3747	0
3748	0
3749	0
374A	0
374B	0
374C	0
374D	0
374E	1
374F	0
3750	0
3751	0
3752	0
3753	0
3754	0
3755	0
3756	0
3757	0
3758	0
3759	0
375A	0
375B	0
375C	0
375D	0
375E	0
375F	0
3760	0
3761	0
3762	115
3763	13
3764	0
3765	50
3766	0
3767	0
3768	0
3769	0
376A	0
376B	0
376C	0
376D	0
376E	0
376F	115
3770	248
3771	255
3772	0
3773	0
3774	0
3775	0
3776	0
3777	0
3778	0
3779	0
377A	1
377B	204
377C	16
377D	33
377E	68
377F	51
3780	136
3781	0
3782	227
3783	0
3784	3
3785	227
3786	193
3787	153
3788	121
3789	31
378A	56
378B	1
378C	7
378D	241
378E	153
378F	0
3790	3
3791	11
3792	204
3793	31
3794	1
3795	238
3796	32
3797	243
3798	19
3799	204
379A	3
379B	120
379C	136
379D	119
379E	2
379F	44
37A0	118
37A1	0
37A2	241
37A3	0
37A4	191
37A5	1
37A6	101
37A7	67
37A8	152
37A9	0
37AA	29
37AB	3
37AC	92
37AD	81
37AE	136
37AF	0
37B0	69
37B1	68
37B2	51
37B3	31
37B4	1
37B5	80
37B6	128
37B7	4
37B8	240
37B9	111
37BA	3
37BB	64
37BC	34
37BD	176
37BE	240
37BF	34
37C0	16
37C1	32
37C2	226
37C3	0
37C4	151
37C5	136
37C6	31
37C7	103
37C8	134
37C9	119
37CA	0
37CB	39
37CC	254
37CD	15
37CE	3
37CF	0
37D0	85
37D1	255
37D2	210
37D3	24
37D4	255
37D5	3
37D6	238
37D7	4
37D8	179
37D9	23
37DA	0
37DB	203
37DC	120
37DD	106
37DE	15
37DF	171
37E0	171
37E1	192
37E2	1
37E3	3
37E4	131
37E5	17
37E6	3
37E7	3
37E8	177
37E9	81
37EA	3
37EB	20
37EC	4
37ED	21
37EE	91
37EF	68
37F0	58
37F1	17
37F2	16
37F3	0
37F4	21
37F5	177
37F6	113
37F7	28
37F8	0
37F9	122
37FA	150
37FB	113
37FC	1
37FD	0
37FE	65
37FF	85
3800	131
3801	174
3802	1
3803	2
3804	119
3805	18
3806	255
3807	63
3808	48
3809	1
380A	21
380B	125
380C	207
380D	17
380E	17
380F	91
3810	204
3811	43
3812	3
3813	0
3814	242
3815	243
3816	44
3817	147
3818	0
3819	239
381A	31
381B	46
381C	12
381D	10
381E	49
381F	0
3820	215
3821	84
3822	85
3823	236
3824	137
3825	63
3826	3
3827	196
3828	195
3829	24
382A	121
382B	127
382C	239
382D	74
382E	31
382F	255
3830	84
3831	11
3832	92
3833	108
3834	82
3835	0
3836	174
3837	0
3838	0
3839	11
383A	0
383B	0
383C	0
383D	0
383E	0
383F	0
3840	0
3841	31
3842	59
3843	31
3844	239
3845	90
3846	25
3847	52
3848	182
3849	0
384A	0
384B	0
384C	0
384D	0
384E	0
384F	0
3850	0
3851	0
3852	0
3853	0
3854	0
3855	0
3856	0
3857	0
3858	0
3859	0
385A	0
385B	0
385C	0
385D	221
385E	187
385F	221
3860	17
3861	221
3862	220
3863	20
3864	221
3865	221
3866	17
3867	221
3868	187
3869	34
386A	34
386B	34
386C	51
386D	255
386E	254
386F	0
3870	0
3871	68
3872	68
3873	20
3874	68
3875	34
3876	85
3877	102
3878	102
3879	101
387A	85
387B	85
387C	34
387D	50
387E	34
387F	50
3880	34
3881	255
3882	255
3883	255
3884	221
3885	187
3886	68
3887	102
3888	17
3889	0
388A	0
388B	0
388C	51
388D	35
388E	51
388F	221
3890	34
3891	0
3892	0
3893	0
3894	34
3895	34
3896	34
3897	239
3898	254
3899	0
389A	0
389B	0
389C	87
389D	39
389E	39
389F	102
38A0	102
38A1	102
38A2	102
38A3	102
38A4	97
38A5	97
38A6	97
38A7	50
38A8	50
38A9	34
38AA	34
38AB	50
38AC	51
38AD	51
38AE	51
38AF	20
38B0	68
38B1	17
38B2	68
38B3	51
38B4	51
38B5	51
38B6	51
38B7	51
38B8	51
38B9	117
38BA	85
38BB	102
38BC	34
38BD	85
38BE	17
38BF	39
38C0	68
38C1	153
38C2	51
38C3	102
38C4	0
38C5	0
38C6	0
38C7	39
38C8	39
38C9	102
38CA	102
38CB	102
38CC	0
38CD	0
38CE	0
38CF	86
38D0	86
38D1	53
38D2	67
38D3	67
38D4	67
38D5	51
38D6	51
38D7	85
38D8	85
38D9	68
38DA	68
38DB	68
38DC	68
38DD	100
38DE	68
38DF	51
38E0	35
38E1	51
38E2	51
38E3	68
38E4	102
38E5	85
38E6	85
38E7	51
38E8	34
38E9	22
38EA	85
38EB	85
38EC	102
38ED	85
38EE	85
38EF	0
38F0	0
38F1	85
38F2	39
38F3	39
38F4	102
38F5	102
38F6	17
38F7	17
38F8	17
38F9	85
38FA	85
38FB	85
38FC	67
38FD	67
38FE	53
38FF	51
3900	67
3901	85
3902	85
3903	85
3904	85
3905	168
3906	88
3907	138
3908	85
3909	86
390A	86
390B	169
390C	0
390D	0
390E	0
390F	0
3910	0
3911	119
3912	85
3913	102
3914	0
3915	0
3916	0
3917	0
3918	16
3919	136
391A	17
391B	17
391C	0
391D	0
391E	0
391F	85
3920	85
3921	0
3922	0
3923	0
3924	85
3925	136
3926	137
3927	64
3928	64
3929	102
392A	68
392B	68
392C	85
392D	85
392E	85
392F	85
3930	85
3931	97
3932	101
3933	85
3934	17
3935	85
3936	85
3937	102
3938	86
3939	133
393A	85
393B	85
393C	170
393D	85
393E	85
393F	169
3940	86
3941	81
3942	81
3943	81
3944	17
3945	17
3946	17
3947	221
3948	221
3949	117
394A	85
394B	85
394C	0
394D	0
394E	0
394F	152
3950	17
3951	64
3952	0
3953	0
3954	68
3955	0
3956	0
3957	81
3958	20
3959	34
395A	119
395B	119
395C	85
395D	85
395E	85
395F	85
3960	119
3961	85
3962	85
3963	119
3964	85
3965	85
3966	85
3967	85
3968	85
3969	85
396A	119
396B	85
396C	81
396D	81
396E	81
396F	102
3970	27
3971	0
3972	0
3973	0
3974	102
3975	102
3976	102
3977	0
3978	0
3979	88
397A	102
397B	0
397C	0
397D	0
397E	0
397F	0
3980	0
3981	0
3982	0
3983	0
3984	0
3985	0
3986	0
3987	85
3988	85
3989	85
398A	85
398B	85
398C	0
398D	0
398E	0
398F	85
3990	85
3991	85
3992	117
3993	120
3994	85
3995	85
3996	85
3997	17
3998	17
3999	102
399A	17
399B	17
399C	22
399D	85
399E	85
399F	102
39A0	85
39A1	85
39A2	85
39A3	85
39A4	0
39A5	0
39A6	0
39A7	0
39A8	0
39A9	0
39AA	0
39AB	0
39AC	0
39AD	0
39AE	0
39AF	0
39B0	0
39B1	0
39B2	0
39B3	0
39B4	0
39B5	0
39B6	0
39B7	0
39B8	0
39B9	0
39BA	0
39BB	0
39BC	0
39BD	0
39BE	0
39BF	0
39C0	0
39C1	0
39C2	0
39C3	0
39C4	85
39C5	187
39C6	27
39C7	0
39C8	0
39C9	0
39CA	0
39CB	0
39CC	0
39CD	0
39CE	0
39CF	0
39D0	0
39D1	0
39D2	0
39D3	0
39D4	0
39D5	0
39D6	0
39D7	34
39D8	34
39D9	68
39DA	170
39DB	152
39DC	0
39DD	0
39DE	0
39DF	0
39E0	0
39E1	0
39E2	0
39E3	0
39E4	0
39E5	0
39E6	0
39E7	0
39E8	0
39E9	0
39EA	0
39EB	0
39EC	0
39ED	0
39EE	0
39EF	0
39F0	0
39F1	0
39F2	0
39F3	0
39F4	0
39F5	0
39F6	0
39F7	0
39F8	0
39F9	0
39FA	0
39FB	0
39FC	0
39FD	0
39FE	0
39FF	0
3A00	0
3A01	34
3A02	34
3A03	34
3A04	137
3A05	152
3A06	136
3A07	0
3A08	0
3A09	0
3A0A	0
3A0B	0
3A0C	0
3A0D	0
3A0E	0
3A0F	0
3A10	0
3A11	0
3A12	0
3A13	0
3A14	0
3A15	0
3A16	0
3A17	0
3A18	0
3A19	0
3A1A	0
3A1B	0
3A1C	0
3A1D	0
3A1E	0
3A1F	0
3A20	0
3A21	0
3A22	0
3A23	0
3A24	0
3A25	0
3A26	0
3A27	0
3A28	0
3A29	0
3A2A	0
3A2B	0
3A2C	0
3A2D	0
3A2E	0
3A2F	0
3A30	0
3A31	0
3A32	0
3A33	0
3A34	0
3A35	0
3A36	0
3A37	0
3A38	0
3A39	0
3A3A	0
3A3B	0
3A3C	0
3A3D	0
3A3E	0
3A3F	0
3A40	0
3A41	0
3A42	0
3A43	0
3A44	0
3A45	0
3A46	0
3A47	0
3A48	0
3A49	0
3A4A	0
3A4B	0
3A4C	0
3A4D	0
3A4E	0
3A4F	0
3A50	0
3A51	0
3A52	0
3A53	0
3A54	0
3A55	0
3A56	0
3A57	0
3A58	0
3A59	0
3A5A	0
3A5B	0
3A5C	0
3A5D	0
3A5E	0
3A5F	0
3A60	0
3A61	0
3A62	0
3A63	0
3A64	0
3A65	0
3A66	0
3A67	0
3A68	0
3A69	0
3A6A	0
3A6B	0
3A6C	0
3A6D	0
3A6E	0
3A6F	0
3A70	0
3A71	0
3A72	0
3A73	0
3A74	0
3A75	0
3A76	0
3A77	0
3A78	0
3A79	0
3A7A	0
3A7B	0
3A7C	0
3A7D	0
3A7E	0
3A7F	0
3A80	0
3A81	0
3A82	0
3A83	0
3A84	0
3A85	0
3A86	0
3A87	0
3A88	0
3A89	0
3A8A	0
3A8B	0
3A8C	0
3A8D	0
3A8E	0
3A8F	0
3A90	0
3A91	0
3A92	0
3A93	0
3A94	0
3A95	0
3A96	0
3A97	0
3A98	0
3A99	0
3A9A	0
3A9B	0
3A9C	0
3A9D	0
3A9E	0
3A9F	0
3AA0	0
3AA1	0
3AA2	0
3AA3	0
3AA4	0
3AA5	0
3AA6	0
3AA7	0
3AA8	0
3AA9	0
3AAA	0
3AAB	0
3AAC	0
3AAD	0
3AAE	0
3AAF	0
3AB0	0
3AB1	0
3AB2	0
3AB3	0
3AB4	0
3AB5	0
3AB6	0
3AB7	0
3AB8	0
3AB9	0
3ABA	0
3ABB	0
3ABC	0
3ABD	0
3ABE	0
3ABF	0
3AC0	0
3AC1	0
3AC2	0
3AC3	0
3AC4	0
3AC5	0
3AC6	0
3AC7	0
3AC8	0
3AC9	0
3ACA	0
3ACB	0
3ACC	0
3ACD	0
3ACE	0
3ACF	0
3AD0	0
3AD1	0
3AD2	0
3AD3	0
3AD4	0
3AD5	0
3AD6	0
3AD7	0
3AD8	0
3AD9	0
3ADA	0
3ADB	0
3ADC	0
3ADD	0
3ADE	0
3ADF	0
3AE0	0
3AE1	0
3AE2	0
3AE3	0
3AE4	0
3AE5	0
3AE6	0
3AE7	0
3AE8	0
3AE9	0
3AEA	0
3AEB	0
3AEC	0
3AED	0
3AEE	0
3AEF	0
3AF0	0
3AF1	0
3AF2	0
3AF3	0
3AF4	0
3AF5	0
3AF6	0
3AF7	0
3AF8	0
3AF9	0
3AFA	0
3AFB	0
3AFC	0
3AFD	0
3AFE	0
3AFF	0
3B00	0
3B01	0
3B02	0
3B03	0
3B04	85
3B05	85
3B06	85
3B07	85
3B08	85
3B09	0
3B0A	0
3B0B	0
3B0C	16
3B0D	16
3B0E	16
3B0F	136
3B10	153
3B11	0
3B12	66
3B13	17
3B14	34
3B15	187
3B16	187
3B17	49
3B18	49
3B19	51
3B1A	84
3B1B	68
3B1C	33
3B1D	33
3B1E	33
3B1F	50
3B20	252
3B21	0
3B22	0
3B23	0
3B24	0
3B25	33
3B26	36
3B27	96
3B28	16
3B29	0
3B2A	51
3B2B	51
3B2C	85
3B2D	85
3B2E	85
3B2F	0
3B30	85
3B31	0
3B32	0
3B33	16
3B34	0
3B35	0
3B36	17
3B37	16
3B38	0
3B39	119
3B3A	17
3B3B	0
3B3C	161
3B3D	161
3B3E	161
3B3F	187
3B40	34
3B41	65
3B42	16
3B43	0
3B44	68
3B45	68
3B46	17
3B47	33
3B48	33
3B49	252
3B4A	252
3B4B	50
3B4C	83
3B4D	52
3B4E	68
3B4F	0
3B50	0
3B51	16
3B52	0
3B53	0
3B54	68
3B55	0
3B56	0
3B57	0
3B58	0
3B59	0
3B5A	0
3B5B	0
3B5C	0
3B5D	0
3B5E	49
3B5F	0
3B60	51
3B61	0
3B62	17
3B63	51
3B64	0
3B65	0
3B66	0
3B67	49
3B68	49
3B69	19
3B6A	19
3B6B	50
3B6C	0
3B6D	0
3B6E	255
3B6F	0
3B70	0
3B71	0
3B72	0
3B73	49
3B74	238
3B75	255
3B76	239
3B77	112
3B78	96
3B79	0
3B7A	112
3B7B	0
3B7C	0
3B7D	128
3B7E	0
3B7F	128
3B80	0
3B81	0
3B82	0
3B83	0
3B84	0
3B85	0
3B86	0
3B87	49
3B88	49
3B89	51
3B8A	50
3B8B	19
3B8C	51
3B8D	34
3B8E	34
3B8F	0
3B90	0
3B91	49
3B92	49
3B93	65
3B94	51
3B95	51
3B96	34
3B97	255
3B98	238
3B99	34
3B9A	255
3B9B	187
3B9C	49
3B9D	49
3B9E	33
3B9F	177
3BA0	33
3BA1	0
3BA2	160
3BA3	160
3BA4	160
3BA5	0
3BA6	0
3BA7	208
3BA8	192
3BA9	0
3BAA	208
3BAB	0
3BAC	0
3BAD	0
3BAE	0
3BAF	0
3BB0	0
3BB1	49
3BB2	49
3BB3	49
3BB4	19
3BB5	19
3BB6	19
3BB7	68
3BB8	34
3BB9	50
3BBA	50
3BBB	50
3BBC	49
3BBD	16
3BBE	0
3BBF	34
3BC0	68
3BC1	17
3BC2	68
3BC3	68
3BC4	34
3BC5	68
3BC6	17
3BC7	0
3BC8	0
3BC9	0
3BCA	0
3BCB	0
3BCC	0
3BCD	0
3BCE	0
3BCF	0
3BD0	0
3BD1	0
3BD2	0
3BD3	0
3BD4	0
3BD5	0
3BD6	0
3BD7	0
3BD8	0
3BD9	0
3BDA	0
3BDB	51
3BDC	0
3BDD	0
3BDE	16
3BDF	0
3BE0	17
3BE1	0
3BE2	0
3BE3	51
3BE4	97
3BE5	113
3BE6	16
3BE7	68
3BE8	36
3BE9	0
3BEA	0
3BEB	0
3BEC	0
3BED	0
3BEE	0
3BEF	0
3BF0	0
3BF1	0
3BF2	0
3BF3	0
3BF4	0
3BF5	0
3BF6	0
3BF7	0
3BF8	0
3BF9	0
3BFA	0
3BFB	0
3BFC	0
3BFD	0
3BFE	0
3BFF	0
3C00	0
3C01	97
3C02	113
3C03	32
3C04	51
3C05	51
3C06	51
3C07	145
3C08	16
3C09	51
3C0A	35
3C0B	51
3C0C	35
3C0D	51
3C0E	51
3C0F	16
3C10	16
3C11	68
3C12	17
3C13	17
3C14	0
3C15	0
3C16	0
3C17	0
3C18	0
3C19	0
3C1A	0
3C1B	0
3C1C	0
3C1D	0
3C1E	0
3C1F	0
3C20	0
3C21	0
3C22	0
3C23	0
3C24	0
3C25	0
3C26	0
3C27	0
3C28	0
3C29	0
3C2A	0
3C2B	0
3C2C	0
3C2D	0
3C2E	0
3C2F	0
3C30	0
3C31	16
3C32	145
3C33	145
3C34	68
3C35	65
3C36	20
3C37	68
3C38	19
3C39	0
3C3A	0
3C3B	0
3C3C	0
3C3D	0
3C3E	0
3C3F	0
3C40	0
3C41	0
3C42	0
3C43	0
3C44	0
3C45	0
3C46	0
3C47	0
3C48	0
3C49	0
3C4A	0
3C4B	0
3C4C	0
3C4D	0
3C4E	0
3C4F	0
3C50	0
3C51	0
3C52	0
3C53	0
3C54	0
3C55	0
3C56	0
3C57	0
3C58	0
3C59	0
3C5A	0
3C5B	0
3C5C	0
3C5D	0
3C5E	0
3C5F	0
3C60	0
3C61	0
3C62	0
3C63	0
3C64	0
3C65	0
3C66	0
3C67	0
3C68	0
3C69	0
3C6A	0
3C6B	0
3C6C	0
3C6D	0
3C6E	0
3C6F	0
3C70	0
3C71	0
3C72	0
3C73	0
3C74	0
3C75	0
3C76	0
3C77	0
3C78	0
3C79	0
3C7A	0
3C7B	0
3C7C	0
3C7D	0
3C7E	0
3C7F	0
3C80	0
3C81	0
3C82	0
3C83	0
3C84	0
3C85	0
3C86	0
3C87	0
3C88	0
3C89	0
3C8A	0
3C8B	0
3C8C	0
3C8D	0
3C8E	0
3C8F	0
3C90	0
3C91	0
3C92	0
3C93	0
3C94	0
3C95	0
3C96	0
3C97	0
3C98	0
3C99	0
3C9A	0
3C9B	0
3C9C	0
3C9D	0
3C9E	0
3C9F	0
3CA0	0
3CA1	0
3CA2	0
3CA3	0
3CA4	0
3CA5	0
3CA6	0
3CA7	0
3CA8	0
3CA9	0
3CAA	0
3CAB	0
3CAC	0
3CAD	0
3CAE	0
3CAF	0
3CB0	0
3CB1	0
3CB2	0
3CB3	0
3CB4	0
3CB5	0
3CB6	0
3CB7	0
3CB8	0
3CB9	0
3CBA	0
3CBB	0
3CBC	0
3CBD	0
3CBE	0
3CBF	0
3CC0	0
3CC1	0
3CC2	0
3CC3	0
3CC4	0
3CC5	0
3CC6	0
3CC7	0
3CC8	0
3CC9	0
3CCA	0
3CCB	0
3CCC	0
3CCD	0
3CCE	0
3CCF	0
3CD0	0
3CD1	0
3CD2	0
3CD3	0
3CD4	0
3CD5	0
3CD6	0
3CD7	0
3CD8	0
3CD9	0
3CDA	0
3CDB	0
3CDC	0
3CDD	0
3CDE	0
3CDF	0
3CE0	0
3CE1	0
3CE2	0
3CE3	0
3CE4	0
3CE5	0
3CE6	0
3CE7	0
3CE8	0
3CE9	0
3CEA	0
3CEB	0
3CEC	0
3CED	0
3CEE	0
3CEF	0
3CF0	0
3CF1	0
3CF2	0
3CF3	0
3CF4	0
3CF5	0
3CF6	0
3CF7	0
3CF8	0
3CF9	0
3CFA	0
3CFB	0
3CFC	0
3CFD	0
3CFE	0
3CFF	0
3D00	0
3D01	0
3D02	0
3D03	0
3D04	0
3D05	0
3D06	0
3D07	0
3D08	0
3D09	0
3D0A	0
3D0B	0
3D0C	0
3D0D	0
3D0E	0
3D0F	0
3D10	0
3D11	0
3D12	0
3D13	0
3D14	0
3D15	0
3D16	0
3D17	0
3D18	0
3D19	0
3D1A	0
3D1B	0
3D1C	0
3D1D	0
3D1E	0
3D1F	0
3D20	0
3D21	0
3D22	0
3D23	0
3D24	0
3D25	0
3D26	0
3D27	0
3D28	0
3D29	0
3D2A	0
3D2B	0
3D2C	0
3D2D	0
3D2E	0
3D2F	0
3D30	0
3D31	0
3D32	0
3D33	0
3D34	0
3D35	0
3D36	0
3D37	0
3D38	0
3D39	0
3D3A	0
3D3B	0
3D3C	0
3D3D	0
3D3E	0
3D3F	0
3D40	0
3D41	0
3D42	0
3D43	0
3D44	0
3D45	0
3D46	0
3D47	0
3D48	0
3D49	0
3D4A	0
3D4B	0
3D4C	0
3D4D	0
3D4E	0
3D4F	0
3D50	0
3D51	0
3D52	0
3D53	0
3D54	0
3D55	0
3D56	0
3D57	0
3D58	0
3D59	0
3D5A	0
3D5B	0
3D5C	0
3D5D	0
3D5E	0
3D5F	0
3D60	0
3D61	0
3D62	0
3D63	0
3D64	0
3D65	0
3D66	0
3D67	0
3D68	0
3D69	0
3D6A	0
3D6B	0
3D6C	0
3D6D	0
3D6E	0
3D6F	0
3D70	0
3D71	0
3D72	0
3D73	0
3D74	0
3D75	0
3D76	0
3D77	0
3D78	0
3D79	0
3D7A	0
3D7B	0
3D7C	0
3D7D	0
3D7E	0
3D7F	0
3D80	0
3D81	0
3D82	0
3D83	0
3D84	0
3D85	0
3D86	0
